fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,9611,To Reimburse the Corporate Fund for Indirect Costs Chargeable to Fund,70964000
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,9645,To Reimburse the Corporate Fund for Indirect Pension Costs Chargeable to Fund,23694000
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,9765,Transfer for Contractual Services,625000
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,9773,Transfer for Services Provided by the Department of Police,1470301
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,9774,Transfer for Services Provided by the Office of Emergency Management and Communication,325000
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,9980,Municipal Fund Pension Allocation,52957000
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,9981,Laborers' Fund Pension Allocation,22448000
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,9984,Municipal Fund Advance Pension Payment,12448000
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,9985,Laborers' Fund Advance Pension Payment,3610000
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0003,Scheduled Wage Adjustments,468000
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0029,For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families,3077271
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0042,For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...,11131792
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0045,For the Cost of Claims and Administration or Premiums for Term Life Insurance,109023
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0049,Claims and Costs of Administration Pursuant to the Workers' Compensation Act,12240000
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0051,Claims Under Unemployment Insurance Act,306231
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0052,Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents,206687
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0056,For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees,471380
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0070,Tuition Reimbursement and Educational Programs,25000
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0085,City Deferred Compensation Contributions for Union Members,314545
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0128,Investigation Costs.  To Be Expended at the Direction of the Comptroller,113300
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0138,For Professional Services for Information Technology Maintenance,3616049
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0139,For Professional Services for Information Technology Development,234750
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,6544182
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0142,Accounting and Auditing,150000
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0931,"For the Payment of Tort and Non-Tort Judgments, Outside Counsel Expenses and Expert Costs, as Approved by the Corporation Counsel",11800
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0934,Claims for Damages and Liabilities Against the City When Ordered Paid by the City Council,375000
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0989,For Refunds for Cancelled Voucher Warrants and Payroll Checks and for Refunding Duplicate Payments and Payments Made in Error,765000
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,410000
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,9027,For the City Contribution to Social Security Tax,24275
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,9076,City's Contribution to Medicare Tax,1027533
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,9281,Reserved for Excess Expenses Related to Snow Events,500000
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,9610,To Reimburse Corporate Fund for Pension Payments,40375668
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,9611,To Reimburse the Corporate Fund for Indirect Costs Chargeable to Fund,12580196
LOCAL,0300,Vehicle Tax Fund,99,Finance General,2005,Finance General,9774,Transfer for Services Provided by the Office of Emergency Management and Communication,10000
LOCAL,0310,Motor Fuel Tax Fund,99,Finance General,2005,Finance General,0003,Scheduled Wage Adjustments,234000
LOCAL,0310,Motor Fuel Tax Fund,99,Finance General,2005,Finance General,9189,For Payment of the Annual Contribution to the Chicago Transit Authority (CTA),3000000
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0003,Scheduled Wage Adjustments,235000
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0029,For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families,1456722
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0042,For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...,5269580
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0045,For the Cost of Claims and Administration or Premiums for Term Life Insurance,51610
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0049,Claims and Costs of Administration Pursuant to the Workers' Compensation Act,6694423
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0051,Claims Under Unemployment Insurance Act,182992
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0052,Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents,97842
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0056,For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees,223142
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0070,Tuition Reimbursement and Educational Programs,30000
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0085,City Deferred Compensation Contributions for Union Members,180996
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0128,Investigation Costs.  To Be Expended at the Direction of the Comptroller,103000
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0130,Postage,247754
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0138,For Professional Services for Information Technology Maintenance,2123600
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0139,For Professional Services for Information Technology Development,2183734
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1233733
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0142,Accounting and Auditing,150000
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0149,For Software Maintenance and Licensing,25025
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0166,"Dues, Subscriptions and Memberships",75000
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0172,For the Cost of Insurance Premiums and Expenses,2198037
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0902,For Interest on Bonds,83450302
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0912,For Payment of Bonds,54012419
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0931,"For the Payment of Tort and Non-Tort Judgments, Outside Counsel Expenses and Expert Costs, as Approved by the Corporation Counsel",383133
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0934,Claims for Damages and Liabilities Against the City When Ordered Paid by the City Council,25000
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0943,For Interest on Loans,21080796
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0944,For Payment on Loans,42652484
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,0959,For Bond Fees and Costs,40900
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,9027,For the City Contribution to Social Security Tax,14134
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,9076,City's Contribution to Medicare Tax,598267
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,9097,For Capital Construction,25039439
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,9148,To Provide for Senior Citizens - Rebate of Sewer Services When Senior Occupies Multi-Family Residency or Condominium,350000
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,9611,To Reimburse the Corporate Fund for Indirect Costs Chargeable to Fund,37213000
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,9645,To Reimburse the Corporate Fund for Indirect Pension Costs Chargeable to Fund,14577000
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,9774,Transfer for Services Provided by the Office of Emergency Management and Communication,120000
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,9980,Municipal Fund Pension Allocation,13349000
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,9981,Laborers' Fund Pension Allocation,14873000
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,9984,Municipal Fund Advance Pension Payment,3179000
LOCAL,0314,Sewer Fund,99,Finance General,2005,Finance General,9985,Laborers' Fund Advance Pension Payment,2392000
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,0003,Scheduled Wage Adjustments,403000
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,0029,For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families,2086786
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,0042,For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...,7548789
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,0045,For the Cost of Claims and Administration or Premiums for Term Life Insurance,73932
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,0049,Claims and Costs of Administration Pursuant to the Workers' Compensation Act,605880
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,0051,Claims Under Unemployment Insurance Act,261417
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,0052,Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents,140160
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,0056,For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees,319657
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,0070,Tuition Reimbursement and Educational Programs,150000
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,0085,City Deferred Compensation Contributions for Union Members,176902
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,0139,For Professional Services for Information Technology Development,7941
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,327199
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,0142,Accounting and Auditing,110000
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,0450,Vehicles,160000
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,0955,Interest on Library Financing,2200000
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,9027,For the City Contribution to Social Security Tax,20682
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,9076,City's Contribution to Medicare Tax,875431
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,9112,Property Maintenance Contract for the Harold Washington Library Center,9850396
LOCAL,0346,Library Fund,99,Finance General,2005,Finance General,9980,Municipal Fund Pension Allocation,4692000
LOCAL,0353,Emergency Communication Fund,99,Finance General,2005,Finance General,0003,Scheduled Wage Adjustments,403000
LOCAL,0353,Emergency Communication Fund,99,Finance General,2005,Finance General,0029,For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families,1933165
LOCAL,0353,Emergency Communication Fund,99,Finance General,2005,Finance General,0042,For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...,6993074
LOCAL,0353,Emergency Communication Fund,99,Finance General,2005,Finance General,0045,For the Cost of Claims and Administration or Premiums for Term Life Insurance,68489
LOCAL,0353,Emergency Communication Fund,99,Finance General,2005,Finance General,0051,Claims Under Unemployment Insurance Act,15816
