fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0142,Accounting and Auditing,322500
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0144,Engineering and Architecture,40000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0148,Testing and Inspecting,10300
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0149,For Software Maintenance and Licensing,386800
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0152,Advertising,73800
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0157,Rental of Equipment and Services,15338200
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0160,Repair or Maintenance of Property,1567500
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0161,"Operation, Repair or Maintenance of Facilities",30739900
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0162,Repair/Maintenance of Equipment,29631400
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0163,Repair/Maintenance of Streets and Pavements,6090000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0166,"Dues, Subscriptions and Memberships",76200
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0168,Educational Development through Cooperative Education Program and Apprenticeship Program,364900
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0169,Technical Meeting Costs,81000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0181,Mobile Communication Services,59500
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0183,Water,1627500
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0185,Waste Disposal Services,555000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0189,Telephone - Non-Centrex Billings,85600
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0190,Telephone - Centrex Billings,424400
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0191,Telephone - Relocations of Phone Lines,5000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0197,Telephone - Maintenance and Repair of Equipment and Voicemail,9000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0229,Transportation and Expense Allowance,100
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0245,Reimbursement to Travelers,12200
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0270,Local Transportation,100
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0313,Cleaning and Sanitation Supplies,64000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0319,Clothing,91500
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0340,Material and Supplies,3293900
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0350,Stationery and Office Supplies,30000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0360,Repair Parts and Material,93500
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0361,Building Materials and Supplies,4500
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0362,Paints and Painting Supplies,40000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0364,Plumbing Supplies,2000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0365,Electrical Supplies,697000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0402,Tools Greater Than $100/Unit,15000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0423,Communication Devices,939600
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0424,Furniture and Furnishings,138800
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0440,Machinery and Equipment,235500
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0446,For the Purchase of IT and Data Communication Hardware,2208800
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,9438,For Services Provided by the Department of Fleet and Facilities Management,35000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0005,Salaries and Wages - on Payroll,171609997
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0011,Contract Wage Increment - Salary,46455
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0012,Contract Wage Increment - Prevailing Rate,1456857
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0015,Schedule Salary Adjustments,1198892
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0020,Overtime,12000000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0039,For the Employment of Students as Trainees,247000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0049,Claims and Costs of Administration Pursuant to the Workers' Compensation Act,7821922
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0091,Uniform Allowance,436800
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0130,Postage,12000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0138,For Professional Services for Information Technology Maintenance,30910600
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,160231100
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0141,Appraisals,20000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0142,Accounting and Auditing,1134700
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0144,Engineering and Architecture,770000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0147,Surveys,15000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0148,Testing and Inspecting,44500
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0149,For Software Maintenance and Licensing,2022700
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0152,Advertising,440200
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0153,Promotions,12000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0155,Rental of Property,6136200
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0157,Rental of Equipment and Services,102154600
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0160,Repair or Maintenance of Property,2250000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0161,"Operation, Repair or Maintenance of Facilities",62292900
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0162,Repair/Maintenance of Equipment,24637200
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0163,Repair/Maintenance of Streets and Pavements,13946100
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0166,"Dues, Subscriptions and Memberships",797920
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0168,Educational Development through Cooperative Education Program and Apprenticeship Program,2944800
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0169,Technical Meeting Costs,982900
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0178,Freight and Express Charges,20000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0181,Mobile Communication Services,318000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0183,Water,12000000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0185,Waste Disposal Services,2236300
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0189,Telephone - Non-Centrex Billings,393600
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0190,Telephone - Centrex Billings,663000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0196,Data Circuits,360000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0197,Telephone - Maintenance and Repair of Equipment and Voicemail,20000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0229,Transportation and Expense Allowance,5500
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0245,Reimbursement to Travelers,215000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0270,Local Transportation,6500
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0313,Cleaning and Sanitation Supplies,797500
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0314,Fuel Oil,100000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0319,Clothing,728500
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0340,Material and Supplies,13468100
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0345,Apparatus and Instruments,25000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0348,Books and Related Material,3500
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0350,Stationery and Office Supplies,200000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0360,Repair Parts and Material,1614000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0361,Building Materials and Supplies,840000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0362,Paints and Painting Supplies,550000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0364,Plumbing Supplies,250000
