fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0314,Fuel Oil,158400
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0340,Material and Supplies,2898500
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0342,"Drugs, Medicine and Chemical Materials",23918041
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0345,Apparatus and Instruments,271000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0348,Books and Related Material,1000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0350,Stationery and Office Supplies,36000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0360,Repair Parts and Material,836500
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0401,Tools Less Than or Equal to $100/Unit,6000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0402,Tools Greater Than $100/Unit,12500
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0410,Equipment for Buildings,95000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0424,Furniture and Furnishings,10500
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0440,Machinery and Equipment,1057003
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0445,Technical and Scientific Equipment,560000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0446,For the Purchase of IT and Data Communication Hardware,143880
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0450,Vehicles,240000
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0005,Salaries and Wages - on Payroll,99909376
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0012,Contract Wage Increment - Prevailing Rate,1491589
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0015,Schedule Salary Adjustments,56859
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0020,Overtime,19314459
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0091,Uniform Allowance,50000
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,5846720
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0157,Rental of Equipment and Services,3054152
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0160,Repair or Maintenance of Property,323800
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0162,Repair/Maintenance of Equipment,100000
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0169,Technical Meeting Costs,5000
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0185,Waste Disposal Services,3858022
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0229,Transportation and Expense Allowance,5000
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0316,Gas - Bottled and Propane,161400
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0340,Material and Supplies,1056380
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0345,Apparatus and Instruments,4000
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0348,Books and Related Material,1000
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0350,Stationery and Office Supplies,56930
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0360,Repair Parts and Material,9122672
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0401,Tools Less Than or Equal to $100/Unit,3000
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0423,Communication Devices,1000
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0424,Furniture and Furnishings,3000
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0440,Machinery and Equipment,549391
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0446,For the Purchase of IT and Data Communication Hardware,100000
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0521,Maintenance and Construction,2946315
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,9481,For Services Provided by the Department of Streets and Sanitation,97919
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0005,Salaries and Wages - on Payroll,11525745
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0012,Contract Wage Increment - Prevailing Rate,125155
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0015,Schedule Salary Adjustments,40285
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0020,Overtime,616649
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0138,For Professional Services for Information Technology Maintenance,278500
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,500
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0148,Testing and Inspecting,194000
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0229,Transportation and Expense Allowance,1000
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0340,Material and Supplies,36500
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0350,Stationery and Office Supplies,6000
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0360,Repair Parts and Material,376750
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0424,Furniture and Furnishings,5000
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0450,Vehicles,75500
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0005,Salaries and Wages - on Payroll,23048378
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0012,Contract Wage Increment - Prevailing Rate,335973
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0015,Schedule Salary Adjustments,29105
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0020,Overtime,7863717
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0125,Office and Building Services,30000
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,115000
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0148,Testing and Inspecting,10000
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0157,Rental of Equipment and Services,54000
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0160,Repair or Maintenance of Property,581800
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0162,Repair/Maintenance of Equipment,5101875
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0169,Technical Meeting Costs,53300
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0314,Fuel Oil,784000
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0340,Material and Supplies,988750
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0345,Apparatus and Instruments,40000
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0350,Stationery and Office Supplies,13000
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0360,Repair Parts and Material,626687
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0401,Tools Less Than or Equal to $100/Unit,5000
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0402,Tools Greater Than $100/Unit,5000
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0424,Furniture and Furnishings,3000
LOCAL,0200,Water Fund,88,Department of Water Management,2040,Pumping Stations,0440,Machinery and Equipment,177800
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0005,Salaries and Wages - on Payroll,3186296
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0015,Schedule Salary Adjustments,54238
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0020,Overtime,34622
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,4219000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0149,For Software Maintenance and Licensing,39493
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0162,Repair/Maintenance of Equipment,20500
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0166,"Dues, Subscriptions and Memberships",25000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0169,Technical Meeting Costs,21930
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0245,Reimbursement to Travelers,8000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0348,Books and Related Material,1500
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0350,Stationery and Office Supplies,6000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0424,Furniture and Furnishings,3000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0446,For the Purchase of IT and Data Communication Hardware,18000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0521,Maintenance and Construction,1000000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0005,Salaries and Wages - on Payroll,61303324
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0012,Contract Wage Increment - Prevailing Rate,902858
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0015,Schedule Salary Adjustments,43920
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0020,Overtime,6412055
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0091,Uniform Allowance,50000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,4262432
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0154,"For the Rental and Maintenance of Data Processing, Office Automation and Data Communications Hardware",6924
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0157,Rental of Equipment and Services,1420305
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0160,Repair or Maintenance of Property,26500
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0185,Waste Disposal Services,3695793
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0229,Transportation and Expense Allowance,79390
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0340,Material and Supplies,6899527
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0345,Apparatus and Instruments,1500
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0401,Tools Less Than or Equal to $100/Unit,25000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0402,Tools Greater Than $100/Unit,99673
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0440,Machinery and Equipment,245923
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,9438,For Services Provided by the Department of Fleet and Facilities Management,4750000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,9481,For Services Provided by the Department of Streets and Sanitation,9260092
LOCAL,0100,Corporate Fund,91,Chicago Public Library,2005,Chicago Public Library,9199,For Purchase of Chicago Public Library Books and Materials,5000000
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0005,Salaries and Wages - on Payroll,78102955
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0012,Contract Wage Increment - Prevailing Rate,15691
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0015,Schedule Salary Adjustments,630832
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0020,Overtime,400000
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0091,Uniform Allowance,5500
